SampleSiteID,SampleSiteCode,Site_Veg,Needles,Genus,LMA_gm2,LWA_gm2,LWC_%,d15N,d13C,N_weight_percent,C_weight_percent,CN,1C,8P,8U,Al,As,Co,Cr,Cu,Mo,Na,Ni,Se,Si,Sr,Zn
165,165-ER18,Meadow,False,,93.67900391928572,344.13774046032916,77.63571428571429,-0.86,-27.43,3.25,43.84,15.730940629220996,78.2442748091603,,4.173027989821883,13896.18320610687,41.73027989821884,21.90839694656489,338.0152671755725,8074.809160305345,383.9185750636133,1741.1959287531809,1677.5572519083971,152.31552162849874,31905.928753180666,75340.89058524174,42429.262086514
166,166-ER18,Meadow,False,,76.12919073777779,226.2302280200507,73.48333333333333,0.28,-25.09,3.78,45.42,14.012732694299963,21.4713216957606,,2.0448877805486303,,9.201995012468828,39.87531172069825,268.90274314214463,8757.2319201995,465.211970074813,1771.8952618453864,4428.204488778055,63.391521197007464,22670.648379052367,50198.927680798006,47737.90523690773
167,167-ER18,Meadow,False,,94.80630194,253.05409656204395,71.9235294117647,1.32,-26.09,2.49,44.55,20.864878916700878,285.17326732673274,80.17326732673268,6.089108910891093,80284.900990099,31.460396039603964,76.11386138613861,414.05940594059405,6359.059405940595,344.0346534653466,20469.55445544555,1370.0495049504952,202.97029702970303,23111.212871287127,76729.87623762379,50955.69306930694
168,168-ER18,Meadow,False,,72.84374378425,245.7931908244287,77.31,2.84,-24.19,3.02,45.49,17.56614653810066,177.32499999999996,,2.0500000000000016,19639.0,8.2,17.425,278.8,17107.25,287.0,836.3999999999999,1643.075,59.45,21733.075,75836.67499999999,36336.25
169,169-ER18,Meadow,False,,68.7952249484375,245.86012916088217,77.58125,2.31,-25.35,3.5,45.23,15.070444115901415,120.40506329113924,,1.0379746835443049,3332.936708860759,16.60759493670886,29.063291139240505,257.4177215189873,10256.227848101264,549.0886075949367,,877.0886075949365,179.56962025316452,20212.48101265823,106461.9493670886,39110.88607594936
170,170-ER18,Meadow,False,,57.67303092842105,151.27672242894852,71.52105263157895,-0.25,-25.69,3.99,44.98,13.146618575880114,23.813131313131308,148.05555555555554,1.035353535353536,13097.222222222219,9.318181818181818,31.060606060606066,335.45454545454544,11181.818181818182,1225.8585858585855,187.39898989898987,2433.0808080808083,94.21717171717172,21807.65151515152,75443.10606060606,57400.0
171,171-ER18,Meadow,False,,172.2106181711111,250.45196219325274,59.73888888888889,1.18,-26.09,3.92,43.9,13.06008371277108,17.6010101010101,,1.035353535353536,11979.040404040403,5.1767676767676765,26.919191919191924,293.0050505050505,7661.6161616161635,1179.2676767676767,2117.29797979798,1044.6717171717169,,23930.12626262626,70835.78282828283,36299.494949494954
172,172-ER18,Meadow,False,,78.06782552578947,248.47711397443877,74.62631578947368,0.68,-26.6,3.85,45.14,13.673142270652827,10.224438902743143,,,2261.645885286783,6.134663341645885,16.359102244389025,238.22942643391517,10306.234413965089,950.8728179551123,,1451.8703241895264,179.95012468827932,23631.745635910218,101280.22443890275,39159.60099750623
173,173-ER18,Meadow,False,,62.566567649199996,212.40319729304701,77.18,2.9,-24.17,3.32,46.12,16.200138310408157,156.91358024691357,147.80246913580245,1.0123456790123466,20297.530864197528,,20.246913580246915,305.72839506172835,20105.185185185182,595.2592592592591,5228.765432098765,763.3086419753085,,20816.864197530867,83616.7160493827,43338.51851851851
174,174-ER18,Meadow,False,,101.49179096870968,396.8534212565171,79.53225806451613,-0.51,-27.2,2.8,44.82,18.6672923191107,53.97468354430379,17.645569620253166,2.0759493670886093,33256.708860759485,26.987341772151893,43.59493670886077,340.4556962025317,5469.0886075949375,538.7088607594936,,3628.759493670886,72.65822784810128,26907.41772151899,64143.721518987324,24340.506329113927
175,175-ER18,Meadow,False,,95.879015464,370.48403392315834,79.02666666666667,0.97,-27.48,2.64,45.71,20.19178912060988,54.11167512690356,,1.0406091370558386,19469.796954314723,31.21827411167513,45.786802030456855,277.8426395939087,5681.725888324873,556.7258883248732,,984.4162436548224,,22511.49746192893,53348.908629441634,27742.639593908632
176,176-ER18,Meadow,False,,180.56388979263158,256.6622565726381,58.8,2.59,-26.45,3.28,46.75,16.62169385245311,52.14463840399002,,,14835.660847880295,,35.785536159601,251.52119700748128,4041.720698254364,875.2119700748128,73.61596009975062,682.9925187032419,,17998.079800498752,55945.062344139646,23148.129675810473
177,177-ER18,Engelmann,True,Picea,356.9,277.90684301322597,43.8,,-26.39,0.73,46.83,74.81157623037267,26.01522842639595,38.50253807106599,-14.568527918781726,42966.75126903553,-12.487309644670056,12.487309644670052,399.59390862944167,1062.46192893401,-20.812182741116747,2410.0507614213197,389.1878172588833,14350.0,31014.314720812188,59169.03553299492,13663.19796954315
178,178-ER18,Engelmann,True,Picea,340.5,272.8097936753269,44.5,,-27.32,0.73,46.27,73.91696844286449,12.392947103274558,53.70277078085642,-15.4911838790932,94682.11586901764,-26.85138539042821,9.29471032745592,336.67506297229215,1019.3198992443324,-71.2594458438287,,288.13602015113355,2148.1108312342585,29664.584382871537,59362.216624685134,7327.329974811081
179,179-ER18,Engelmann,True,Picea,360.3,259.594622832068,41.9,0.64,-26.32,0.83,44.58,62.63678802064143,12.487309644670052,57.23350253807108,-17.690355329949238,80595.17766497463,-10.40609137055838,17.690355329949238,354.84771573604064,988.5786802030457,-88.45177664974621,3039.619289340101,397.51269035533,-3683.7563451776646,32346.29441624365,61687.30964467006,21124.365482233505
180,180-ER18,Meadow,False,,72.62755526,124.31444241316271,63.1,2.63,-27.43,2.55,44.65,20.419673340291187,32.71820448877805,38.85286783042394,-18.403990024937656,17453.11720698254,-33.740648379052374,52.14463840399003,345.5860349127182,4049.9002493765583,1202.3940149625935,4312.668329177057,768.8778054862842,-6594.763092269326,28652.967581047382,35141.396508728176,37073.81546134663
181,181-ER18,Engelmann,True,Picea,338.2,269.5916850181645,44.4,,,,,,15.452261306532664,90.6532663316583,-17.51256281407035,78899.24623115579,-30.90452261306533,41.206030150753776,395.5778894472362,1076.5075376884422,-105.0753768844221,5516.457286432162,449.14572864321616,-10558.015075376883,45371.95979899497,77724.87437185933,18254.27135678392
182,182-ER18,Meadow,False,,76.82712406,306.98433115667297,80.0,4.08,-27.17,2.45,44.95,21.39592757682223,,,,,,,,,,,,,,,
183,183-ER18,Engelmann,True,Picea,401.0,296.5932785477738,42.5,0.73,-26.13,0.85,45.37,62.246847443382585,9.248120300751882,43.15789473684212,-18.496240601503764,43928.57142857144,-28.77192982456141,18.49624060150376,390.4761904761906,1099.4987468671682,-117.14285714285714,1123.1328320802006,750.1253132832081,-12135.588972431078,39801.85463659148,126904.76190476194,9860.551378446116
184,184-ER18,Aspen,False,Populus,69.1,116.4382594950108,62.7,1.2,-24.97,3.46,51.14,17.23662099752961,289.53086419753083,1.0123456790123466,-76.93827160493827,17685.679012345678,,200.4444444444444,812.9135802469136,5850.345679012345,-107.30864197530865,,977.9259259259261,-197.40740740740742,54143.28395061728,56286.41975308642,47033.58024691358
185,185-ER18,Aspen,False,Populus,64.3,114.41822584897677,64.0,0.06,-25.47,3.31,48.57,17.112269731694678,301.7766497461929,310.10152284263967,-19.771573604060922,29574.11167512691,-45.786802030456855,113.4263959390863,331.95431472081225,5493.375634517767,-90.53299492385786,15577.918781725892,576.4974619289341,-12642.360406091371,32929.03553299493,72561.67512690357,65319.03553299492
186,186-ER18,Aspen,False,Populus,65.9,114.34076014308832,63.4,-0.11,-24.9,3.54,49.76,16.392478288780076,318.08564231738035,83.65239294710327,-20.654911838790934,10544.332493702772,-46.4735516372796,202.4181360201511,307.7581863979849,5056.322418136019,-89.84886649874053,13539.294710327456,568.0100755667506,-12945.465994962216,35024.534005037785,49850.62972292191,44666.24685138539
187,187-ER18,Engelmann,True,Picea,368.4,277.84105055170915,43.0,0.25,-27.22,0.87,47.13,63.17506459039541,48.78481012658227,44.63291139240507,-19.721518987341774,51026.83544303797,-40.481012658227854,18.68354430379747,513.7974683544303,1286.0506329113925,-138.0506329113924,8711.721518987342,425.56962025316454,-14552.405063291135,32212.506329113927,158706.32911392403,9686.379746835444
188,188-ER18,SubFir,True,Abies,266.7,214.61388662361912,44.6,-0.03,-27.28,1.11,47.85,50.27203558808711,10.224438902743143,38.85286783042394,-19.42643391521197,55989.02743142143,-26.583541147132173,7.157107231920199,340.47381546134665,1531.6209476309225,-132.91770573566083,7773.640897755609,223.9152119700748,-13253.940149625934,35441.99501246882,69863.59102244387,12637.406483790524
189,189-ER18,PotFru,False,Pentaphylloides,65.4,115.7573075883696,63.9,4.04,-27.02,2.52,43.58,20.167598772047306,30.9823677581864,231.3350125944584,-13.425692695214105,195188.9168765743,231.33501259445842,85.71788413098236,667.1536523929473,5065.6171284634775,12.392947103274569,35815.61712846347,1294.0302267002521,-14848.816120906802,35954.005037783376,55623.677581863965,20613.60201511335
190,190-ER18,planifolia,False,Salix,69.3,111.17414596723765,61.6,1.11,-26.71,2.89,45.93,18.533869900261653,995.8629441624366,156.09137055837567,-17.690355329949238,100408.37563451775,93.6548223350254,659.746192893401,434.9746192893401,5776.421319796956,-53.07106598984771,78035.27918781727,1456.8527918781726,-16270.964467005078,32793.75634517767,69793.65482233503,110096.44670050764
191,191-ER18,boothii,False,Salix,100.4,222.55340035451883,68.9,0.18,-25.36,3.62,49.13,15.827258700770818,867.8680203045685,61.39593908629442,-16.649746192893407,47045.939086294435,-13.527918781725885,259.1116751269036,372.5380710659898,6819.1116751269055,-85.32994923857869,44392.38578680203,1107.208121827411,-15847.436548223352,29765.583756345186,61614.46700507616,58170.05076142133
192,192-ER18,drumm,False,Salix,82.1,153.72381116523493,65.2,-0.99,-27.03,3.2,48.68,17.740591618307008,1246.6075949367087,76.81012658227847,-19.721518987341774,45058.48101265822,18.68354430379746,371.59493670886076,334.2278481012658,6454.126582278482,-91.34177215189872,28357.46835443038,590.6075949367088,-15598.683544303798,30229.9746835443,115007.59493670885,97642.27848101263
193,193-ER18,planifolia,False,Salix,69.8,102.3091919881265,59.5,-3.72,-25.68,2.47,39.36,18.583420067174245,650.3807106598986,64.51776649746193,-19.771573604060922,53487.30964467006,177.94416243654823,812.7157360406093,382.94416243654825,4429.8730964466995,-91.57360406091371,24038.071065989847,523.4263959390864,-15935.888324873098,29110.000000000004,44517.25888324873,82072.84263959393
194,194-ER18,planifolia,False,Salix,77.8,119.89535318300734,60.7,1.77,-27.11,2.52,41.67,19.283704470656524,1457.8934010152288,92.61421319796958,-18.73096446700508,66182.74111675128,213.32487309644677,232.0558375634518,452.66497461928947,6333.147208121829,-105.1015228426396,21509.390862944165,1267.4619289340105,-16290.736040609141,30993.50253807107,53164.72081218276,179713.19796954317
195,195-ER18,planifolia,False,Salix,99.9,168.247990708837,62.7,-0.8,-27.05,2.26,42.23,21.791149978290004,950.0761421319796,57.23350253807108,-20.81218274111676,22633.248730964468,7.284263959390862,2166.548223350254,336.1167512690356,6060.507614213199,-41.62436548223349,8882.639593908629,1322.6142131979698,-16381.269035532992,29286.903553299497,52613.19796954315,123208.12182741119
196,196-ER18,PotFru,False,Pentaphylloides,70.4,95.79535068228053,57.6,-0.56,-26.91,2.31,45.45,22.945071488745047,38.50253807106599,57.23350253807108,-19.771573604060922,41197.71573604062,-13.527918781725885,36.42131979695432,327.7918781725889,3737.868020304568,29.137055837563448,15723.604060913709,728.4263959390863,-16390.6345177665,26664.568527918786,28273.350253807115,21436.54822335025
197,197-ER18,boothii,False,Salix,63.8,134.16422089441014,67.8,1.92,-26.14,3.5,45.7,15.227046121969813,492.20551378446123,33.909774436090224,8.220551378446112,20972.681704260653,-10.275689223057649,373.0075187969925,323.6842105263158,5577.64411027569,-25.689223057644107,67953.1328320802,1333.7844611528826,-16501.729323308275,28313.63408521304,72227.81954887218,58437.84461152883
198,198-ER18,PotFru,False,Pentaphylloides,79.5,118.1152225014185,59.8,-0.13,-26.68,2.5,42.6,19.871794982806996,,,,,,,,,,,,,,,
199,199-ER18,Meadow,False,,54.14467335285715,152.6163476235279,73.6,-3.44,-26.85,3.46,44.93,15.14355458386792,161.76178660049632,52.903225806451616,-77.32009925558313,72324.81389578164,114.96277915632756,111.9106699751861,1184.2183622828786,10354.789081885858,67.14640198511168,,1692.9032258064515,-92.58064516129032,53079.23076923077,85153.84615384616,33603.72208436725
200,200-ER18,Meadow,False,,67.65634058117647,198.3778442562961,73.90588235294118,-2.03,-26.65,3.34,45.09,15.74349954623794,299.77386934673365,248.26633165829148,-11.331658291457288,80805.02512562815,29.874371859296488,108.16582914572865,555.2512562814071,8789.24623115578,290.50251256281416,2146.8341708542716,873.5678391959799,-16379.396984924624,34472.9648241206,53876.88442211055,31759.547738693465
201,201-ER18,Meadow,False,,58.84966622138889,142.59646544238598,68.93611111111112,-2.11,-26.48,2.59,49.1,22.10798878078887,57.11442786069652,118.30845771144277,-15.298507462686567,213975.1243781095,19.378109452736314,36.71641791044776,567.0646766169153,7559.5024875621875,-5.0995024875621935,2364.129353233831,991.3432835820897,-16497.91044776119,30091.144278606964,33564.92537313432,25732.089552238805
202,202-ER18,Meadow,False,,55.7604868275,299.31058909120105,82.21388888888889,0.06,-26.78,3.03,43.87,16.884667524592555,167.03703703703698,43.53086419753087,-18.222222222222218,29216.296296296296,3.0370370370370394,98.19753086419752,310.7901234567901,6321.086419753086,220.6913580246914,7108.691358024691,696.4938271604938,-16158.049382716048,30121.33333333333,91597.03703703704,24934.074074074066
203,203-ER18,Meadow,False,,93.66070221444444,511.4073087908622,84.5,1.69,-26.09,3.41,42.33,14.476427409411361,122.79187817258884,117.58883248730965,-19.771573604060922,12175.1269035533,-11.44670050761422,39.543147208121844,303.85786802030464,7307.157360406092,-10.406091370558356,20978.68020304569,592.1065989847715,-16978.578680203045,34219.390862944165,30666.751269035536,31946.700507614212
204,204-ER18,Meadow,False,,85.303188159,303.68472530711995,77.92,1.95,-26.65,2.86,46.11,18.801677391272506,199.37655860349128,39.87531172069825,-20.448877805486287,16328.428927680796,-17.381546134663342,111.44638403990022,244.3640897755611,6624.413965087281,105.31172069825442,32227.43142144638,1658.4039900249381,-16695.486284289276,25309.576059850377,67900.4987531172,36900.0
205,205-ER18,Meadow,False,,57.158403687,208.48356082155638,77.44,0.6,-25.14,3.54,45.58,15.015457403589144,133.19796954314722,37.461928934010146,-19.771573604060922,26660.40609137056,-20.81218274111675,12.487309644670052,331.95431472081225,12071.065989847715,111.34517766497463,,780.4568527918782,-16984.822335025383,25509.4923857868,73550.25380710661,33330.71065989848
206,206-ER18,Meadow,False,,61.17107601131578,158.03288595694985,71.31842105263158,-1.26,-25.35,3.8,44.16,13.552299024597806,34.763092269326684,6.134663341645888,-20.448877805486287,3829.052369077307,12.269326683291776,18.403990024937656,269.9251870324189,9089.526184538654,306.7331670822942,2924.1895261845384,614.4887780548628,-16476.683291770572,28612.069825436407,97868.32917705734,29507.730673316702
207,207-ER18,Meadow,False,,66.603991874,249.66755010709403,77.89333333333333,-1.28,-26.84,3.71,42.62,13.396984140174919,119.32835820895524,50.995024875621894,-77.51243781094526,67853.98009950249,121.36815920398008,52.014925373134325,958.7064676616916,11859.402985074625,403.8805970149254,,894.4527363184079,-170.3233830845771,59667.23880597015,113310.94527363182,45946.517412935325
208,208-ER18,Meadow,False,,56.5718135,137.0425613026786,70.5,-1.36,-26.29,3.52,45.32,15.0146338265047,93.97984886649874,22.72040302267002,-20.654911838790934,15294.962216624685,-15.4911838790932,22.72040302267003,308.79093198992445,10015.566750629721,-5.163727959697737,6034.332493702771,1140.1511335012594,-16752.166246851386,28218.740554156167,54559.94962216624,28493.45088161209
209,209-ER18,Meadow,False,,54.57876766,234.98210214278888,81.2,-1.91,-24.87,3.09,45.02,16.990827030363953,180.9725685785536,42.9426433915212,-20.448877805486287,25070.32418952618,17.381546134663335,8.179551122194512,353.76558603491264,12862.34413965087,-35.785536159601,13557.605985037404,3843.366583541147,-16667.88029925187,25616.30922693267,61745.38653366584,46971.072319202
210,210-ER18,Meadow,False,,76.02723913868421,243.0975941097934,75.98157894736842,-3.94,-26.6,3.01,46.18,17.891837308853653,51.50753768844223,84.47236180904524,-19.572864321608048,45151.507537688434,-3.0904522613065355,29.874371859296488,355.40201005025125,10600.251256281406,-96.83417085427135,5641.105527638191,947.7386934673367,-16799.698492462314,29250.100502512567,39753.517587939714,32501.25628140704
211,211-ER18,Meadow,False,,70.33887234305556,228.37516927436465,73.53055555555555,-1.76,-26.24,3.29,45.23,16.032387357341932,28.096446700507627,380.8629441624366,-21.852791878172592,16545.68527918782,-5.203045685279187,15.60913705583757,392.30964467005083,7228.071065989849,215.40609137055839,498.4517766497462,637.8934010152284,-17049.340101522845,30577.25888324873,86152.03045685281,22664.46700507614
212,212-ER18,Meadow,False,,50.87610364071429,161.05646929007506,75.92142857142858,-1.68,-26.1,3.18,45.52,16.693317012456347,410.0,86.75062972292194,-18.58942065491184,95239.79848866498,8.261964735516374,62.99748110831234,471.96473551637285,9147.027707808562,623.7783375314863,10172.544080604532,825.1637279596977,-17194.18136020151,42739.143576826194,89559.69773299748,42063.72795969773
213,213-ER18,Meadow,False,,78.51372836857144,195.6704063861623,73.27857142857142,2.2,-26.46,2.64,45.01,19.88257336072305,270.5583756345178,96.77664974619292,,138088.83248730967,110.3045685279188,77.00507614213198,961.5228426395939,7623.502538071067,671.1928934010152,7292.588832487309,831.4467005076144,746.1167512690358,45867.969543147214,79910.45685279189,33965.48223350254
214,214-ER18,Meadow,False,,134.63872821875,255.30156719244246,67.18125,-0.39,-26.21,2.95,45.38,17.939485484200315,164.41624365482238,28.096446700507613,,64642.63959390864,124.87309644670052,64.51776649746193,940.7106598984773,7117.76649746193,658.7055837563452,32019.54314720812,678.4771573604063,857.4619289340103,56534.21319796956,47412.233502538074,31197.461928934015
215,215-ER18,Meadow,False,,111.170817065,218.93699620725323,68.45,-0.92,-26.76,2.89,43.43,17.525059215509767,146.575,,,27818.5,72.77499999999998,48.175,704.1749999999997,7153.475,501.225,4513.075,708.275,850.75,41284.95,60374.55,31498.25
216,216-ER18,Meadow,False,,44.45335010214286,120.44139777878677,72.72857142857143,-0.9,-26.22,3.75,44.89,13.960013721098687,47.26817042606517,,,29388.47117794487,103.7844611528822,43.15789473684212,555.9147869674186,7165.2380952380945,754.2355889724312,14385.964912280702,713.1328320802005,619.624060150376,28451.32832080201,83389.2731829574,33940.6015037594
217,217-ER18,Meadow,False,,66.99809960791667,176.38363637784735,73.17083333333333,-2.9,-25.55,3.42,45.04,15.358181060484226,100.1995012468828,894.6384039900249,,29047.63092269326,72.5935162094763,43.96508728179551,631.8703241895262,7996.533665835413,543.9401496259352,3287.1571072319202,591.9950124688279,667.6558603491272,26775.760598503744,88106.0349127182,27104.98753117207
218,218-ER18,Meadow,False,,67.64245867764706,158.48551727787876,71.06470588235294,-2.06,-25.84,3.29,43.98,15.589307892458503,18.35820895522388,,,27506.716417910447,89.75124378109452,111.16915422885572,532.3880597014926,9898.134328358208,612.9601990049749,8303.009950248756,732.2885572139302,604.8009950248756,27321.094527363184,92364.22885572136,27210.94527363184
219,219-ER18,Meadow,False,,52.655090841111104,190.27904692219877,77.91666666666667,-1.63,-25.56,3.1,43.47,16.352925335124567,111.34517766497463,,,23039.086294416244,15.609137055837564,36.42131979695432,431.8527918781726,7352.94416243655,349.6446700507615,572.3350253807107,1124.8984771573603,659.746192893401,21923.55329949239,61835.076142131984,28335.786802030463
220,220-ER18,Meadow,False,,64.58678530941177,231.8025987932848,76.93529411764706,-1.49,-26.16,3.48,44.01,14.74822083929186,174.68671679198,,,21548.12030075188,24.66165413533835,248.67167919799505,481.9298245614035,8254.461152882206,520.9774436090227,,830.2756892230576,666.8922305764413,28492.431077694237,51308.571428571435,45346.616541353396
221,221-ER18,Meadow,False,,55.613150341250005,188.0957073556347,76.075,0.19,-25.51,3.36,45.19,15.684496130830963,139.72636815920401,95.87064676616914,,89445.27363184078,85.67164179104478,65.273631840796,679.2537313432836,7595.199004975125,669.0547263681592,7866.492537313431,1067.8358208955224,846.5174129353234,30187.01492537313,68406.76616915423,32453.233830845766
222,222-ER18,Meadow,False,,56.217887905,186.48048735357293,75.3,-0.02,-25.79,2.97,44.88,17.622353401550285,243.53383458646613,,,41082.20551378447,55.48872180451129,43.15789473684212,511.7293233082708,6951.503759398497,217.8446115288221,,862.1303258145365,759.3734335839599,28677.393483709282,58635.13784461153,35163.40852130326
223,223-ER18,Meadow,False,,54.856287245789474,198.25648034026653,78.23157894736842,0.76,-26.08,3.63,45.49,14.614259654287599,112.64851485148516,,,87084.40594059406,69.00990099009903,58.86138613861386,632.2524752475247,7116.138613861385,389.7029702970297,4610.470297029704,946.8564356435643,955.9900990099013,29530.148514851488,60081.237623762376,29978.712871287127
224,224-ER18,Meadow,False,,48.68022869263157,173.60115897600588,77.72105263157894,0.21,-25.85,3.37,45.14,15.620652148965394,102.75434243176178,,,31304.466501240695,32.55583126550869,52.903225806451616,465.9553349875932,7901.9106699751865,412.0347394540944,,1476.2034739454095,710.1240694789083,24262.233250620342,49924.36724565758,30480.39702233251
225,225-ER18,Meadow,False,,46.680573675,161.88208779953635,76.9925,0.14,-26.05,2.7,45.0,19.436419192886344,843.3415841584157,,,24752.22772277228,23.34158415841584,61.90594059405941,464.80198019801986,8064.0099009901005,225.29702970297038,,1386.2871287128714,855.519801980198,25247.47524752475,45254.25742574258,35113.86138613862
226,226-ER18,Meadow,False,,55.3573901482353,200.05949129168448,77.63529411764706,0.27,-26.43,3.11,45.32,16.994055006204675,185.25925925925927,,,36616.54320987655,29.358024691358022,42.518518518518526,521.3580246913581,6881.925925925926,365.4567901234568,1886.0,4300.444444444444,1003.2345679012344,27088.345679012345,65116.09876543211,38286.91358024692
227,227-ER18,Meadow,False,,48.951900192777785,149.54182921853123,74.52777777777777,0.44,-25.54,3.45,47.03,15.897300776372951,206.0199004975124,,,25120.149253731342,94.8507462686567,34.676616915422876,587.4626865671643,9515.671641791043,335.54726368159197,,1853.1592039800994,898.5323383084578,34001.442786069645,25060.99502487562,32432.835820895518
228,228-ER18,Meadow,False,,45.331901964,133.12498391097336,74.505,1.48,-25.09,3.68,45.45,14.40302041820681,46.4735516372796,,,18475.81863979849,72.29219143576826,36.14609571788413,530.8312342569269,4876.624685138539,405.86901763224176,,988.337531486146,639.2695214105794,26023.12342569269,24994.508816120902,34875.81863979848
229,229-ER18,Meadow,False,,64.13262440249999,207.90375301369696,75.30625,-0.76,-25.98,3.44,44.27,15.007853680274625,73.51010101010101,,,39767.929292929286,101.46464646464645,61.085858585858595,615.0,6613.8383838383825,294.04040404040404,,1120.2525252525252,861.4141414141412,37105.0,45681.86868686869,24765.65656565656
230,230-ER18,Meadow,False,,44.52904858588235,148.1777709635155,76.52941176470588,-0.4,-25.67,2.93,44.36,17.655963591735933,113.03258145363407,,,13718.045112781956,87.34335839599,36.99248120300752,615.5137844611529,6974.110275689223,271.2781954887218,,1149.8496240601505,755.263157894737,28338.295739348374,55110.57644110276,16379.448621553884
231,231-ER18,Meadow,False,,44.72705301,160.85909916588,78.2,0.36,-26.09,2.88,44.17,17.885554911453955,30.9823677581864,,,20500.0,79.52141057934509,48.53904282115869,511.20906801007555,5305.21410579345,462.67002518891684,,1001.76322418136,712.5944584382872,21861.15869017632,82332.54408060452,20262.468513853903
232,232-ER18,Meadow,False,,57.67033654749999,185.69044567591305,75.15,-0.37,-26.1,3.27,45.34,16.169674242302143,247.62376237623764,,,46693.316831683165,100.470297029703,71.03960396039605,652.5495049504951,7455.099009900991,268.9356435643565,,1453.2673267326736,693.1435643564357,34594.257425742566,42615.64356435643,39640.099009900994
233,233-ER18,Meadow,False,,53.465692190625006,151.89060824743925,73.11875,0.57,-25.66,2.99,45.45,17.726794360869917,226.1712846347607,,,57720.15113350126,146.64987405541558,122.89672544080601,768.3627204030226,8475.743073047859,370.75566750629713,,1349.7984886649874,696.0705289672543,31878.790931989926,47270.831234256926,33285.390428211584
234,234-ER18,Meadow,False,,62.40686283692307,213.23883934651244,75.73846153846154,-0.19,-26.34,3.11,44.55,16.705321061924497,552.475,,,65641.0,72.77499999999998,64.575,633.4499999999998,8548.5,345.425,,1203.35,604.75,35391.2,50186.05,36233.75
235,235-ER18,Meadow,False,,49.73776321142858,150.55935440467945,74.31428571428572,0.02,-26.3,3.27,45.88,16.36225527650689,187.3096446700508,,,30146.44670050762,97.81725888324873,47.86802030456853,652.4619289340102,6385.177664974619,214.36548223350255,3423.6040609137067,1696.1928934010152,583.781725888325,31570.000000000004,30335.837563451783,32591.878172588837
236,236-ER18,Meadow,False,,47.349426724999994,171.94339211053665,78.305,0.89,-25.7,3.08,45.26,17.13686362344226,63.391521197007464,,,24906.73316708229,85.8852867830424,36.80798004987531,578.7032418952617,7699.002493765586,579.7256857855359,,1067.4314214463839,551.0972568578553,28677.50623441396,88157.15710723189,37298.75311720698
237,237-ER18,Meadow,False,,42.051693513000004,142.1444337183856,77.1,0.98,-25.75,3.84,44.57,13.535643803546005,42.83582089552239,,,17399.502487562186,84.65174129353234,59.154228855721385,557.8855721393036,6256.069651741294,444.67661691542287,,896.4925373134328,579.3034825870648,35827.064676616916,102400.04975124377,31494.527363184083
238,238-ER18,Meadow,False,,50.3351754585,286.3816763271979,84.455,5.99,-25.85,4.34,46.69,12.54589509837599,154.64019851116626,,,23938.70967741936,121.0669975186104,44.76426799007445,594.1439205955336,6720.74441687345,510.7196029776675,,1004.1439205955336,854.5905707196031,29501.68734491315,89673.00248138957,48589.578163771715
239,239-ER18,Gooseberry,False,Ribes,43.5,96.96023704330801,69.1,0.77,-26.75,3.12,48.19,18.012327709715244,53.920595533498755,16.277915632754343,,96365.26054590572,112.92803970223328,55.95533498759305,665.3598014888338,5035.9801488833755,260.4466501240695,19960.794044665017,779.3052109181143,215.68238213399502,27894.243176178657,53118.908188585614,18373.697270471464
240,240-ER18,Elderberry,False,Sambucus,33.2,159.54698811662527,82.8,1.175,-25.715,5.255,47.7,10.585543621320785,14.3142144638404,,,29794.014962593512,43.96508728179551,32.71820448877805,607.3316708229427,8895.261845386533,158.4788029925187,10643.640897755611,1158.428927680798,695.2618453865338,29004.688279301747,45817.755610972556,58166.832917705746
241,241-ER18,LigPor,False,Ligusticum,56.4,177.69740425436663,75.9,0.4,-25.12,3.29,41.79,14.813032669982741,53.83838383838385,,8.282828282828284,14287.878787878792,68.33333333333333,53.83838383838385,505.2525252525252,8241.414141414141,486.61616161616166,,1369.772727272727,653.3080808080807,23107.020202020205,74350.80808080807,24413.636363636357
242,242-ER18,Elderberry,False,Sambucus,36.1,152.62799598353857,80.9,2.15,-26.19,5.52,48.23,10.189331496444654,,,,46833.830845771154,62.21393034825871,36.71641791044776,555.8457711442786,7125.024875621891,286.59203980099505,4380.472636815921,1694.054726368159,619.0796019900497,29330.298507462692,66836.11940298507,36614.427860696516
243,243-ER18,glauca,False,Salix,70.9,128.87938619532503,64.5,1.65,-26.91,2.96,45.95,18.103448552293127,2297.220843672457,,,27835.235732009933,,526.9975186104218,474.0942928039702,5638.263027295286,46.79900744416874,8290.545905707197,8537.766749379654,411.0173697270472,24252.059553349878,76538.75930521093,112419.35483870967
244,244-ER18,CorCas,False,Corydalis,30.7,134.53985535535628,81.4,0.95,-27.05,6.03,44.4,8.586835941931877,229.6,,,11818.249999999998,46.12499999999999,44.075,594.4999999999999,4354.2,349.525,16758.75,1252.55,345.4249999999999,26647.95,34216.55,40692.5
245,245-ER18,boothii,False,Salix,66.0,140.84424048290802,68.1,2.65,-25.14,2.98,46.82,18.322412347871246,208.5785536159601,,,16665.835411471322,7.157107231920199,482.5935162094763,480.5486284289276,5651.0473815461355,46.00997506234413,,868.0548628428928,408.9775561097257,22287.2319201995,98105.53615960099,68299.25187032418
